"Salary","NBA_DraftNumber","Age","MP","PER","TS%","DRB%","VORP","G","OBPM","DBPM","BPM","OWS","DWS","WS","AST%","STL%"
37.3962629451985,39,26,2857,17.4,0.579,15.2,1.7,78,1.6,-1.2,0.4,4.4,2.2,6.6,17.6,2
19.9768378704696,62,25,481,14.6,0.543,19.6,0.2,38,-1.8,1.4,-0.4,0.8,0.5,1.2,8.9,1.1
22.7457151748372,30,21,819,14.4,0.581,15.4,0.7,62,-1.1,2.2,1.1,1.2,1.2,2.5,6.1,1.8
41.5033095807167,5,29,1556,22.4,0.608,30.3,1.2,56,2.4,-1.4,1,4.3,1.6,5.9,9.6,1.3
42.4176693008045,2,29,2196,26.2,0.643,19.4,4.4,64,5,0.9,5.9,7.2,2.9,10.1,25.3,1
39.3370270366584,8,24,2377,13.5,0.57,14.4,1.9,70,0.9,0.4,1.2,2.8,2.6,5.4,9.3,2.1
38.9217386499453,62,28,1789,14.5,0.547,13.9,1.1,65,-0.6,1.1,0.4,0.2,1.9,2.2,20.1,2.7
36.6849322277239,22,28,461,17.4,0.552,20.8,0,32,-1.1,-1.2,-2.3,0.9,0.4,1.3,5.8,1.3
36.0927417550037,9,27,2663,20.7,0.571,8.8,3.5,77,5.1,-1.9,3.3,6.3,2,8.3,27.5,1.6
24.5793874894504,15,22,2121,12.2,0.539,15.5,0.5,77,-0.6,-0.5,-1.1,1.6,2.2,3.7,6.4,1.7
35.1262580461051,13,26,1720,18,0.615,21.4,2.2,73,1.8,1.4,3.2,2.8,2.6,5.5,18.8,1.8
22.1814498023565,54,22,137,2.9,0.375,10.5,-0.3,15,-8.7,-3.5,-12.1,-0.6,0.1,-0.5,22.5,1.1
39.8715258182874,15,26,210,26,0.572,19.1,0.4,9,2.7,3.2,5.9,0.3,0.5,0.9,17.7,4.3
31.2309598392148,1,22,2770,24.8,0.645,30.9,5.1,78,4.3,1,5.3,9.8,3.1,13,10.7,1.1
26.5016868403128,16,23,1966,19.1,0.529,26.8,1,75,-2.7,2.7,-0.1,0.6,3.7,4.3,11.6,1.5
26.006278682813,10,21,1587,11.5,0.498,20.4,0.4,65,-2.7,1.8,-0.9,0.3,2.3,2.6,13,1.6
24.9673864754691,16,20,4,19.8,0.5,0,0,1,-0.7,4,3.2,0,0,0,0,12.5
25.2502378236787,15,22,1413,9.8,0.53,12.9,-0.5,65,-1.8,-1.5,-3.4,0.6,0.5,1,7.3,1
29.249991589308,62,28,2180,10.9,0.518,12.6,0.5,69,-0.9,-0.2,-1.1,0.4,1.6,1.9,9.9,1.7
23.1031229399466,21,24,485,11.9,0.523,13.9,-0.1,36,-1.1,-1.4,-2.5,0.4,0.6,1,7.3,1.4
22.9232300216075,62,29,106,6.7,0.635,24,0,20,-3.9,1.1,-2.8,0,0.1,0.1,19.5,0.9
28.572821519385,7,23,2099,19.8,0.605,22.8,1.5,78,0.3,0.5,0.8,3.8,2.4,6.3,15.6,0.9
24.5374071221305,15,22,275,10,0.517,14.7,-0.1,24,-0.9,-2.3,-3.2,0.2,0.1,0.4,5.9,1.1
42.6712835125811,17,27,2788,17.4,0.566,10.9,2.6,77,1.6,0.2,1.7,3.6,2.6,6.3,24.5,1.9
30.2779611336068,17,32,12,3.5,0.25,8.8,0,3,-6,-7.4,-13.4,0,0,0,0,0
22.7457151748372,40,24,2601,13.7,0.556,8.9,2.3,78,0,1.5,1.5,1.9,3.5,5.4,13.1,2.3
31.0120071158678,37,30,6,-12.5,0,0,0,2,-9.8,-2.3,-12.1,0,0,0,0,0
29.8867480867264,4,20,1929,11.8,0.482,14.2,-1.1,76,-3.1,-1.3,-4.3,-1.8,1.2,-0.6,10.2,1.9
22.7457151748372,29,26,979,5.3,0.413,14,-0.5,67,-4.7,0.7,-3.9,-0.5,1,0.5,2.7,0.8
22.4788166195566,30,22,1312,11.2,0.579,16,0.5,59,-0.8,0.3,-0.4,1.4,1.3,2.8,7.7,1.5
12.3651486743296,62,24,86,7.3,0.349,10.1,-0.1,5,-5.9,0.4,-5.4,-0.3,0.1,-0.2,20.8,4.5
25.1630343276141,62,36,888,11.5,0.652,8.3,0.1,55,0.2,-2,-1.8,1.5,0.3,1.8,17.8,1.5
22.7457151748372,33,23,284,10.6,0.515,25.3,-0.2,23,-5.5,0.5,-5,-0.1,0.5,0.3,4.8,1.1
15.4009248576176,27,29,37,15.7,0.643,2.8,0,2,1.3,-4.7,-3.4,0.1,0,0.1,35.7,0
35.7990402853888,46,25,1819,16.7,0.543,9.2,0.1,77,0.9,-2.6,-1.7,1.9,1.1,3.1,19.4,1.5
19.9768378704696,38,23,774,18.7,0.646,19.2,1.3,53,0.4,4,4.4,1.7,1.4,3,17.2,2.1
31.3223920303389,62,28,2029,12.8,0.555,9.7,-0.2,69,-1,-1.3,-2.3,0.8,1.1,2,13.3,1.4
28.628799232856,6,20,536,9.8,0.465,17.2,0,27,-4.9,3.1,-1.8,-0.6,0.8,0.2,4.8,3
38.1619237280804,5,25,1657,22.3,0.625,30.3,1.5,74,0.7,0.7,1.5,4.4,2.8,7.2,7.6,0.9
28.3434817243627,39,30,1069,13,0.573,19.5,0.3,70,-0.6,-0.3,-0.9,1.6,1.5,3.1,5.9,1.1
35.0459023807598,40,28,136,8.9,0.505,20.7,-0.1,8,-5.6,-0.3,-5.9,0,0.1,0.1,5.3,0.4
22.9232300216075,36,24,379,12,0.47,18.7,-0.3,36,-3.3,-2.1,-5.3,-0.1,0.4,0.3,5.9,1.2
39.4910126249495,1,27,1335,18.5,0.507,9.9,1,39,1.2,-0.2,0.9,1,1.3,2.3,43.6,1.9
35.7032505656454,14,27,1869,15.8,0.587,21.6,1.2,72,-1.3,1.8,0.5,2.7,2,4.7,8.5,1.1
24.1637631612348,19,20,1690,18.4,0.624,23,1.5,71,-0.3,1.7,1.4,3.3,1.9,5.2,8.2,1.2
22.9232300216075,55,26,523,16.5,0.542,22.8,0.1,52,-1.5,-0.2,-1.6,0.6,0.7,1.3,11.6,0.9
31.1011702049166,3,23,1912,22.9,0.573,29.8,2.3,63,0.2,2.6,2.7,2.3,3.9,6.2,18.2,1
22.1814498023565,52,24,38,11.7,0.521,12.4,-0.1,6,-3.1,-4.6,-7.7,0,0,0.1,0,2.6
22.7457151748372,43,25,520,10.2,0.522,10.8,-0.4,50,-2.5,-2.2,-4.7,0.1,0.4,0.5,9.8,1.3
34.2885773711601,10,36,1129,8.4,0.494,14.7,-0.5,51,-3.3,-0.4,-3.7,-0.2,1.2,0.9,10.2,0.8
37.4174595865303,62,30,2461,14.3,0.622,14.1,3.1,78,2,0.9,2.9,3.7,3.3,7,22.4,1.8
22.9232300216075,33,26,1916,13,0.626,11.3,0.9,76,1.1,-1.3,-0.2,2.7,0.8,3.6,9.6,0.9
27.1508291905817,41,30,1087,12.3,0.545,11.3,-0.2,74,-0.5,-2.4,-2.9,1.1,0.7,1.9,9.1,1.3
39.3463405561389,9,32,40,15.6,0.51,22.1,0,7,-2.3,3.3,1,0,0.1,0.1,14,2.5
40.0707900181939,30,28,2077,23.5,0.589,12.9,3.6,56,4.8,0,4.9,6.8,1.6,8.4,20.7,2.6
33.8792160252694,11,29,925,7.6,0.546,7.3,-0.2,39,-1.8,-0.9,-2.7,0.2,0.9,1.1,8.1,1.2
23.5219574733726,19,25,1574,14.5,0.531,9.6,0.1,70,0,-1.7,-1.8,2.4,0.9,3.3,30.6,1.8
36.0927417550037,62,29,25,16,0.597,0,-0.1,1,-3,-10.4,-13.4,0,0,0,27.3,0
32.0569034216688,12,25,1901,17,0.557,15.7,1.4,77,1.1,-0.2,0.8,2.8,1.8,4.7,15.4,1.5
12.6999357130946,55,30,5,10.4,1,0,0,1,-2.3,-6.1,-8.3,0,0,0,0,0
22.9232300216075,39,23,1585,15.6,0.596,16.1,0.4,78,-1.1,0.2,-0.9,3,1.8,4.8,5.1,0.9
23.0962971398833,39,27,39,8.3,0.444,26.4,-0.1,9,-9.1,-3.6,-12.7,-0.1,0.1,0,0,0
39.932434889584,19,29,2166,16.1,0.55,9.4,1.1,66,1.4,-1.3,0.1,3,1.3,4.3,30.5,2.2
24.6408995213466,5,31,1715,14.2,0.571,11.5,-0.2,74,-0.7,-1.6,-2.4,2.5,0.8,3.3,8.1,1.1
30.5754486338071,3,19,2383,15.1,0.586,15.7,1.8,78,-0.6,1.6,0.9,2.9,3.9,6.9,8.3,1.6
12.3651486743296,62,22,98,6.9,0.452,16,-0.1,6,-5.9,-1,-6.8,-0.1,0.1,-0.1,10.8,1
29.712427756189,3,21,2062,13.3,0.556,14.3,0.9,67,-0.8,0.6,-0.2,1,3.2,4.2,8.4,1.6
19.9768378704696,39,21,778,7.2,0.421,10.4,-0.5,48,-4.3,-0.5,-4.7,-0.8,0.7,-0.1,17.8,2.2
24.6408995213466,18,30,584,21.8,0.634,18.5,0.7,62,0.2,2.5,2.7,1.5,1,2.6,8.1,1.6
25.1630343276141,10,40,762,8,0.531,6.5,0,47,-1.5,-0.7,-2.2,0.2,0.5,0.7,9.7,2.4
30.0593084462274,20,31,276,8.2,0.444,13.9,-0.3,31,-5.1,-1.2,-6.3,-0.3,0.2,-0.1,7.6,0.5
25.1630343276141,22,34,1483,11.2,0.487,11.9,-0.6,58,-2,-1.6,-3.6,0.3,0.7,1,31.3,1.2
23.5215951311265,22,19,1341,17.6,0.634,17.7,0.7,68,-1.1,1.2,0.1,2.5,1.3,3.9,5.6,1
22.7457151748372,25,23,1661,10.5,0.516,15.8,-0.4,73,-3.1,0.1,-3,0.1,1.3,1.4,7,1.2
12.0877525900842,62,26,9,-1.9,0,12,0,3,-10.1,1.7,-8.4,0,0,0,0,5.6
34.6736850452532,22,32,626,8.7,0.554,13.4,0,45,-1.8,-0.2,-2,0.4,0.3,0.8,16.2,1.7
33.4846768919426,62,27,1542,14,0.53,24.4,0.3,55,-1.1,-0.2,-1.3,1.3,1.3,2.6,8.3,1.1
10.8086984561964,62,27,274,11.4,0.634,11.4,0.1,15,1.1,-1,0.1,0.4,0.2,0.6,5.2,0.9
10.8086984561964,62,25,18,7.5,0.508,11.6,0,3,-4.3,-4.4,-8.8,0,0,0,0,0
37.3107275794358,16,30,1873,15.9,0.575,17.2,1.9,70,0.1,1.9,2,2.2,2.8,4.9,22.7,1.9
43.5904132957601,3,28,2449,30.2,0.619,15.4,8.1,69,9.8,1.3,11.1,11.4,3.6,15,44.8,2.5
26.6604347868473,50,27,1540,11.8,0.592,11.1,0.4,68,-0.5,-0.4,-0.9,2,1.1,3.1,6.7,1.5
29.4165394603822,20,35,1013,8.2,0.489,9.5,-0.5,50,-2.6,-1.5,-4.1,-0.1,0.6,0.6,23,1.3
10.6162892681935,62,24,27,22.6,0.599,21.2,-0.1,3,-3.1,-9,-12.1,0.1,0,0.1,0,0
27.2685137707914,7,20,2414,16.2,0.577,9.7,1.1,77,1.8,-2.1,-0.2,4,1.2,5.1,16.3,1.6
35.3677905342847,8,37,1566,13.5,0.527,5.5,-0.8,76,0.3,-4.3,-3.9,1.1,0.3,1.3,17.1,1.2
26.2570361788066,9,22,1429,17,0.648,16.1,1.9,78,0.3,2.9,3.2,2.9,2.2,5.1,5.6,1.2
22.1814498023565,47,23,155,3.8,0.331,7,-0.1,33,-5.8,0.3,-5.5,-0.3,0.2,-0.1,8.7,1.9
29.7632329648469,3,22,353,15.4,0.584,19.4,-0.2,28,-3.7,-0.7,-4.4,0.3,0.3,0.6,5.9,0.4
31.8491162722714,34,27,2007,10.3,0.531,11.4,0.1,76,-0.8,-1,-1.8,1,1.5,2.5,6.9,1.5
10.8086984561964,62,28,6,-2.3,0.5,0,0,3,-10.5,-4.7,-15.3,0,0,0,0,0
31.8349546206217,2,22,621,17.3,0.559,16.4,0.1,27,0.1,-1.6,-1.6,0.7,0.5,1.2,13.7,1.6
37.195984276783,18,32,2152,8.5,0.534,10,0.2,76,-0.6,-1,-1.6,0.5,0.9,1.4,8.6,1.5
41.6466548747994,11,33,2021,15.6,0.612,8.3,1,67,2.4,-2.5,-0.1,4.4,1.8,6.1,15.2,0.8
28.1922482249285,62,33,1603,17.8,0.545,13.3,0.9,69,2.4,-2.2,0.2,2.3,1.1,3.3,45.1,1.1
22.1814498023565,32,20,336,15.6,0.567,20.2,0,39,-2.6,0.2,-2.4,0.5,0.4,0.9,9.1,0.9
20.658519439596,35,20,401,15.6,0.599,23.7,-0.1,32,-2.3,-0.5,-2.8,0.4,0.3,0.8,9.7,1
30.9879805771199,62,29,1966,15,0.517,10.8,0.3,78,-0.9,-0.6,-1.5,2,2,4,28,1.5
22.1814498023565,42,22,180,11.6,0.53,13.1,-0.2,16,-4.2,-1.3,-5.5,-0.3,0.2,-0.1,19.7,2.2
31.2800646838874,60,28,862,12.6,0.508,6.3,-0.7,32,-0.9,-4.3,-5.2,-0.1,0.3,0.2,27,0.8
22.1814498023565,62,23,1086,11.2,0.499,6.8,-0.9,64,-2.7,-2.5,-5.2,0.4,0.4,0.8,27,1.4
21.2032590580103,34,26,422,13.5,0.539,10.1,0,20,0.1,-2.5,-2.4,0.5,0.1,0.6,26.7,1.8
34.9275018054405,17,27,276,6.4,0.48,13.6,-0.1,14,-3.9,-0.1,-4,-0.2,0.2,0,8.1,1.6
20.658519439596,47,19,28,23.2,0.558,16.1,0,10,-4.1,-1.4,-5.4,0.1,0,0.1,0,1.8
38.7951923961141,28,31,1096,12.9,0.614,17,0.5,74,-1.7,1.7,-0.1,1,1.4,2.4,6.9,1.7
23.0960072070477,62,26,1398,9.1,0.525,8.4,-0.8,72,-2.2,-2,-4.2,0.1,0.8,0.9,10.1,1.1
23.7211277458483,18,21,242,7.7,0.422,24.2,-0.4,34,-5.9,-2.4,-8.3,-0.4,0.3,-0.2,10.7,0.6
41.9516019279683,33,28,1303,24.1,0.578,36.9,0.7,51,-2.1,2.4,0.2,2.2,3,5.2,6.8,1.4
41.691188216575,7,25,2561,16,0.542,17.2,0.1,75,-0.6,-1.2,-1.8,2.1,1.9,4,10,1
24.9673864754691,16,22,182,10.5,0.543,15.4,0,31,-1.1,-0.4,-1.5,0.1,0.2,0.4,11.1,0.6
39.4042590685013,7,27,951,20.2,0.586,25.2,0.8,47,-0.5,1.9,1.3,1.3,1.4,2.7,16.8,2
37.40347239002,21,28,1281,14.2,0.536,22.2,0.4,75,-1.3,0.6,-0.7,1.3,1.2,2.5,7.6,1.7
44.0652390944801,9,27,5,7.4,0.5,21.6,0,1,-5.9,-6,-11.9,0,0,0,0,0
38.9673876379905,45,31,2324,16.8,0.544,12,1.2,73,1.2,-1.1,0.1,3,2.4,5.4,25.4,1.3
22.9232300216075,40,24,241,8.9,0.443,8.4,0,19,-2.4,-0.4,-2.7,0.1,0.2,0.3,7.2,2.3
41.4343754594816,15,23,2698,27.7,0.603,25.1,5.4,73,4.2,1.8,5.9,8.6,3.5,12.1,23.7,1.9
10.8086984561964,62,24,64,7.4,0.53,10.7,0,7,-1.7,-1.8,-3.5,0,0,0.1,6.7,1.6
20.6453387565247,18,32,825,14,0.558,14,0.1,37,0.6,-2.3,-1.8,1,0.9,1.9,4.4,1.4
25.0978548491719,13,20,118,10.7,0.415,24.3,-0.1,16,-6.3,1.3,-5.1,-0.2,0.1,0,11.5,0.9
12.5892541179417,50,24,18,15,0.394,18.8,0,7,-2,3.5,1.5,0,0,0,26.7,5.6
40.3856055388354,26,31,1783,13.2,0.581,8.9,0.6,65,0.3,-1,-0.7,2.3,0.8,3.1,14.9,1.6
10.8086984561964,62,25,149,7.6,0.414,11.7,-0.1,19,-3.4,-1.7,-5.2,0,0.1,0.1,12.4,1
25.6708885037075,19,23,2265,16.6,0.599,6.8,1.7,65,2.5,-1.6,1,3.9,1.4,5.4,13.1,2.6
33.0126051218201,62,31,1615,10.2,0.536,9.6,0,65,-1.3,-0.7,-2,0.3,0.8,1.1,11.2,1.8
22.7271123793347,26,20,69,6.5,0.446,13.6,-0.1,12,-3.7,-1.6,-5.3,0,0.1,0,6,1.4
22.1814498023565,62,23,1478,16.2,0.562,11.7,1.6,73,2.1,0,2.2,2.9,1.9,4.7,22.6,2.2
27.5248866509286,8,19,1566,6.5,0.429,9.2,-0.9,74,-3.9,-0.5,-4.4,-2.1,1,-1.2,19.8,1.9
21.6854499471723,34,23,972,13.1,0.479,12.1,-0.3,51,-1.8,-1.5,-3.3,0.1,0.5,0.6,22.8,1.8
26.301794276209,9,24,1755,14,0.542,14.4,0.4,76,0,-1.2,-1.2,2,1.3,3.2,10.8,1
39.0330980708113,2,29,1910,9.9,0.519,11.5,0,75,-2.4,0.3,-2.1,0.6,1.8,2.4,12.4,1
38.9671607139266,20,25,1837,15.6,0.577,9.5,0.7,57,1.6,-2.1,-0.4,2.5,0.9,3.4,14.8,1.3
33.4081321880421,55,28,2468,11.9,0.587,7.5,1,78,0.5,-0.8,-0.4,2.4,1.5,3.9,10,1.5
30.9879805771199,36,30,1627,14.5,0.555,17.5,0.7,65,0,-0.2,-0.2,1.9,1.7,3.6,7.6,1.7
23.598489320998,62,26,715,13,0.511,27.4,0.8,63,-3.6,5.8,2.2,0.4,1.4,1.9,13.5,1.7
36.6984597320279,7,29,2127,15.3,0.58,7.6,0.6,68,1.5,-2.5,-1,3,1.7,4.7,11.6,1
37.6271184433411,18,28,2209,19.3,0.577,11.5,2.1,70,2.2,-0.4,1.8,2.6,2.3,4.9,24.9,3.2
40.634665473156,3,25,1830,24,0.63,30.6,2.1,71,2.5,0.1,2.6,5.5,2.1,7.6,9.5,1
27.3151444221659,7,21,1237,11.6,0.476,11.3,-0.8,63,-2.5,-2.2,-4.7,-0.7,0.7,0,24.6,1.6
15.2520793584456,2,35,341,16.3,0.538,21.9,0,24,-2.8,1.2,-1.6,0.5,0.5,1,2.8,1.1
27.2273169764279,10,23,1808,16.6,0.538,12.8,1,63,0.1,0,0.1,1.4,1.4,2.9,34.9,2.2
26.9856569534713,6,30,783,15.3,0.566,11.4,1.5,59,-1.2,6.8,5.6,1.3,1.7,3,9.1,2.7
31.3796643928324,13,28,1439,15.8,0.61,28.6,0.8,76,-1.6,1.7,0.1,2.6,2.4,5,4,1.1
38.2103210337783,5,36,1476,15.5,0.506,14.7,0.1,64,-2.1,0.5,-1.7,-0.2,1.5,1.4,23.7,1.9
33.8818036705525,45,26,1587,18.7,0.661,21.1,1.9,76,1.1,1.6,2.7,4.4,2,6.4,8.1,2
41.8441672894516,1,32,2384,20.5,0.578,33.4,1,78,-2,1.7,-0.3,2.8,3.7,6.4,7.1,1
19.6010251868804,62,28,427,12.8,0.498,7.7,-0.2,29,-2.5,-1.7,-4.2,-0.2,0.4,0.3,22.4,2.2
19.9768378704696,40,22,713,5.8,0.431,18.6,-0.7,53,-5.5,-0.4,-5.8,-0.7,0.6,-0.1,7.6,1.1
38.6603379917307,35,27,2171,16.4,0.555,21.1,3,66,0.6,2.9,3.5,2.8,3.4,6.2,29.1,2
29.0430352556684,4,20,1957,6.6,0.512,16.2,-0.5,79,-3,0,-3,-0.9,0.7,-0.2,9,0.5
27.1598907193602,11,26,1724,10.5,0.579,10.2,-0.2,79,-0.7,-1.7,-2.4,1.7,0.6,2.3,6.6,0.5
22.1814498023565,62,24,344,6.3,0.468,13,-0.1,18,-3.5,-0.2,-3.7,-0.2,0.2,0,7,1
25.8269398486764,13,21,2512,16.5,0.541,10.1,1.8,75,1.2,-0.3,0.8,1.2,3.5,4.7,19.2,2.2
25.6707666944275,11,21,1711,17.3,0.57,25.3,0.7,70,-0.8,0.4,-0.4,2.4,2.1,4.5,12.6,1
29.769627533783,9,39,1900,16.7,0.575,25.1,1.2,77,0.1,0.3,0.4,2.6,2.2,4.9,10.4,1.1
35.4084071751885,4,26,918,10.5,0.487,8.5,-0.5,30,-2.1,-1.9,-4,-0.7,0.9,0.1,19.8,1.3
19.9768378704696,45,22,2220,9.1,0.526,10.1,-0.8,78,-2.2,-1.3,-3.4,-0.3,1.1,0.9,8.4,1.5
22.1814498023565,31,21,841,16.7,0.624,21.7,0.3,58,-1.3,0.5,-0.8,1.7,0.8,2.5,7.3,0.8
30.9879805771199,62,28,1458,15.7,0.599,28.1,0.9,59,-1.1,1.5,0.4,1.6,1.7,3.3,9.2,1.3
28.9477530148529,5,34,1272,12.8,0.561,9.8,0,67,-0.3,-1.6,-1.8,1.4,0.9,2.3,16.7,1.8
25.1409101451009,13,21,1865,18.1,0.561,12.7,1.2,54,2.9,-2.4,0.5,1.9,0.5,2.4,24.5,1.2
12.6999357130946,2,26,9,-3.2,0.25,11.8,0,2,-11.5,-6.7,-18.2,0,0,0,0,0
22.5144626463565,29,23,139,15.9,0.646,16.9,0.1,17,0,0.5,0.5,0.3,0.2,0.5,9.3,1.5
24.6408995213466,1,29,366,12.3,0.515,6,-0.5,21,-3.5,-4,-7.4,-0.1,0,-0.1,14.6,0.7
22.1814498023565,62,20,245,10.3,0.488,7.8,0,19,-2.5,0.8,-1.7,0.2,0.3,0.4,5.1,0.8
36.0927417550037,3,26,2044,18.8,0.594,18.4,2.4,73,0.4,2.1,2.5,4.3,3.2,7.5,8,1.3
24.8164991678652,14,24,2095,12.1,0.527,18.3,0.8,77,-0.4,0,-0.5,1,1.6,2.6,17.8,1.5
27.0194958762755,9,20,1978,12.8,0.475,11.8,-0.1,67,-1.5,-0.7,-2.2,-2.3,1.7,-0.7,29,1.7
38.1832572639726,17,24,2078,17.3,0.515,8.8,0.7,67,1.5,-2.2,-0.7,1.6,1,2.6,36.4,1.7
12.3856913034025,45,23,17,24.6,0.82,0,0,3,5,-4,1,0.1,0,0.1,35.5,2.8
37.797021473425,27,31,2180,14.3,0.55,18.4,1.2,73,0.5,-0.2,0.2,2.3,1.8,4.1,10.6,1.3
39.4910126249495,5,27,1737,22.7,0.583,31,3.3,48,2,3.6,5.6,1.5,3.2,4.7,23.2,2.2
43.3993609245637,9,28,2616,21.3,0.558,10.4,2.6,77,2.9,-0.9,2,6.8,2.6,9.5,24.8,1.6
23.3113869938802,20,25,1339,16.8,0.577,11.5,1.6,65,1.3,1.6,2.9,2.4,1.9,4.3,19.8,2.5
22.1814498023565,29,21,1669,14.9,0.484,22.6,1.3,78,-2.3,3.5,1.1,-0.3,3.3,3,20.5,2.8
23.0960072070477,53,29,711,6.2,0.485,10.8,0,55,-3.2,1.2,-2,-0.1,0.7,0.6,8.1,2.6
41.5033095807167,35,29,2321,20.2,0.651,37.6,2.5,73,0.5,1.8,2.3,5.8,3.5,9.2,7.1,0.8
23.0636146429568,21,23,395,6.2,0.467,15.8,-0.3,23,-6.6,1.1,-5.5,-0.9,0.4,-0.5,14.1,1.9
29.2413636457834,5,20,1928,11.2,0.477,9.7,-1.2,70,-2.8,-1.6,-4.4,-1.5,0.9,-0.6,24.5,1.8
19.9768378704696,32,22,195,5.2,0.386,16.8,-0.2,18,-5.6,-0.5,-6.1,-0.3,0.1,-0.2,6.5,2.5
22.1814498023565,42,25,1067,14.2,0.587,13.9,0.8,74,1.3,-0.2,1.1,1.6,1.5,3.1,10.4,1.2
25.1630343276141,18,37,947,21.4,0.609,18.5,1.3,69,0,3.4,3.4,1.7,1.7,3.5,20.4,2.3
13.7297506300036,62,26,6,31.4,0.931,0,0,2,11.9,-9.4,2.5,0.1,0,0.1,0,0
22.1814498023565,62,25,1529,12.8,0.561,16.2,0.4,66,-2.2,1.2,-1,1.4,1.4,2.8,9.4,1.8
34.6736850452532,21,30,1929,18.9,0.613,7.6,2,65,3.2,-1,2.2,5.6,1.8,7.3,26.3,2.3
32.5136279869169,27,29,141,8.4,0.559,9.6,-0.1,19,-3.5,-1.1,-4.6,-0.2,0.1,0,9.3,2.8
24.5973456963035,46,27,1847,9.4,0.619,7.9,0.4,78,0.6,-1.7,-1.1,2.1,0.8,2.9,7.7,0.6
25.382850932242,12,23,2229,16.1,0.587,16.7,2,74,1.7,-0.1,1.6,3.7,2.8,6.5,13,1.1
29.7596469924022,5,22,148,21.9,0.63,11.4,0.1,10,2.2,-1.1,1.1,0.4,0.2,0.6,32.9,2
25.0945911227408,33,30,1499,9.7,0.542,14.5,0.2,70,-1.5,-0.1,-1.6,1,1.2,2.2,4.1,1.2
34.6736850452532,46,30,1742,11.5,0.51,12.9,1.5,67,-1,2.3,1.3,0.1,2.8,3,9,1.7
40.6315341683482,6,29,671,13.9,0.545,14.8,0.1,21,0,-1.3,-1.3,0.8,0.4,1.3,8.9,0.9
19.9768378704696,62,25,936,16.2,0.616,21.2,1.1,63,-0.8,3.5,2.7,1.6,1.9,3.5,9.1,1.6
30.4759323263301,2,21,1124,15.5,0.506,14.2,0.5,44,0.8,-1,-0.2,-0.4,0.8,0.4,35.6,1.4
21.3356751710339,44,23,356,8.9,0.489,15.2,-0.3,40,-2.7,-2.1,-4.9,0,0.2,0.2,9.2,1
12.3651486743296,62,25,321,12.9,0.496,15.7,0,12,-1.4,-0.2,-1.5,0.1,0.3,0.4,11.7,2.6
24.6408995213466,62,38,152,4.9,0.405,8.1,-0.2,19,-4.3,-2.1,-6.4,-0.1,0.1,-0.1,7.8,0.7
42.840540478362,6,27,2558,25.1,0.594,10.9,5.7,70,7.6,-0.8,6.8,9.5,2.6,12.1,30.9,1.5
22.1814498023565,30,22,54,10.7,0.765,11.6,-0.1,11,-2.6,-3.8,-6.4,0.1,0,0.1,0,0
19.9768378704696,48,22,159,16.6,0.575,13,0.1,29,-0.9,1.3,0.5,0.4,0.2,0.6,7.3,1.9
24.6870572114835,17,21,69,9.1,0.638,13.6,-0.1,21,-3.5,-1.7,-5.2,0,0,0.1,6.2,1.4
32.3053433682022,9,30,1679,15.4,0.613,8.3,0.5,71,1.6,-2.4,-0.8,3.2,0.8,4,24.1,1.5
32.8694304008738,62,25,856,12.3,0.619,16.7,-0.1,51,-2.3,-0.2,-2.5,1.1,0.5,1.6,8.6,0.6
35.9245363472654,22,32,2226,12.9,0.56,9.1,1.1,73,0.7,-0.7,0,2.5,1.2,3.7,11.4,1.8
32.6704712062176,29,26,2108,11.2,0.505,11.6,0.6,78,-1.1,0.1,-1,1.3,1.9,3.3,15.9,1.8
32.6226497538263,7,31,1121,11.1,0.535,10.3,0.3,69,-1.8,1,-0.8,0.6,1.5,2.1,7.7,3.2
32.3542270753591,11,29,46,5.2,0.34,25.4,-0.1,19,-7.4,-0.6,-8,-0.1,0.1,0,5.9,2.2
36.4722172474425,4,25,627,16,0.602,19.4,0.4,33,-0.7,1.2,0.5,1.2,0.7,1.9,7.4,1.1
25.1769705421326,25,23,1955,24.6,0.65,31,2.5,71,0.1,2.9,3,6,3.9,9.9,5.8,1.4
42.2672275725991,4,32,1753,24.3,0.601,17,4,55,6,1,7,7,2.6,9.6,40.7,2.6
22.7457151748372,29,22,90,15.8,0.478,22.6,-0.1,19,-3.8,-1.9,-5.7,0.1,0.1,0.2,7.1,0
22.1814498023565,33,21,538,17.4,0.619,29.7,-0.2,48,-2.6,-0.5,-3.1,1.1,0.7,1.8,4.8,0.9
32.4713692233885,8,34,643,14.2,0.626,19.8,0.2,50,-0.1,-0.9,-1,1,0.5,1.6,7.5,1.3
41.691188216575,38,29,691,13.7,0.578,13.1,0.1,36,0.3,-1.5,-1.2,0.7,0.4,1.1,16.5,1.3
25.8735610676373,62,22,584,10.9,0.605,17,-0.2,57,-1.6,-1.5,-3.1,0.4,0.4,0.8,6.8,1.6
42.873183488812,3,33,2413,12.7,0.502,17.8,-1.2,75,-2,-2,-3.9,1.1,2.4,3.5,6.4,0.9
23.2716154186491,20,23,1781,14.2,0.523,12.1,0.7,68,-0.3,-0.3,-0.5,0.7,1.4,2.1,26,2
24.8589207833134,14,23,476,14,0.494,9.5,0.1,21,-0.2,-0.6,-0.8,0.3,0.4,0.6,28.9,2.2
